age,state,education_level,employment_type,employment_stability_months,monthly_income,monthly_rent,monthly_cashflow,rent_payment_consistency,utility_payment_consistency,phone_payment_consistency,insurance_payment_consistency,num_subscriptions,subscription_payment_consistency,minimum_bank_balance,monthly_savings,savings_goal_completion_rate,p2p_monthly_volume,risky_p2p_ratio,monthly_overdrafts,credit_score,loan_approval
32,MA,some_college,part_time,16,17842,3290,13872,0.9,0.964,0.889,0.788,4,0.665,4494,4010,0.629,447,0.118,0,663,Yes
28,CA,graduate,full_time,43,24023,3910,19195,0.825,0.724,0.761,0.943,2,0.666,6037,7678,0.813,1487,0.337,0,679,Yes
33,FL,bachelors,full_time,39,25637,2658,22258,0.742,0.735,0.727,0.698,1,0.68,8335,7999,0.937,818,0.361,0,660,No
31,MI,high_school,full_time,24,21227,4993,16028,1.0,0.934,0.972,1.0,6,0.75,4637,3956,0.301,1736,0.121,0,671,Yes
34,CA,high_school,full_time,37,22622,4292,17709,0.964,0.941,0.896,0.929,4,0.97,7347,6166,0.902,1963,0.148,0,701,Yes
35,TX,high_school,full_time,30,20292,3345,16897,0.752,0.817,0.89,0.609,3,0.788,3219,3875,0.591,1033,0.25,0,653,Yes
31,NJ,high_school,full_time,26,21951,4751,16462,1.0,1.0,1.0,0.961,8,0.837,9526,4798,0.414,936,0.184,0,678,Yes
33,TX,graduate,full_time,27,23044,3178,19414,1.0,1.0,1.0,1.0,6,0.83,6001,7264,0.797,1839,0.189,0,670,Yes
31,NJ,bachelors,full_time,20,21026,2604,17463,1.0,0.922,0.837,1.0,1,0.722,5048,5084,0.816,1719,0.186,0,660,Yes
31,NY,some_college,full_time,17,17146,4003,12561,1.0,1.0,1.0,0.837,8,0.582,6477,3750,0.485,1789,0.12,0,679,Yes
31,NJ,bachelors,full_time,41,23051,3709,19409,0.76,0.851,0.897,0.616,2,0.737,6125,6904,0.569,414,0.108,0,675,No
31,TX,some_college,self_employed,4,26193,3491,22610,1.0,1.0,1.0,1.0,4,0.505,9447,7815,0.991,893,0.17,0,642,Yes
27,VA,high_school,self_employed,11,28479,4759,23147,0.987,1.0,0.951,1.0,5,0.791,4794,4785,0.668,979,0.282,0,650,Yes
28,CA,graduate,self_employed,33,20323,3738,16773,0.735,0.855,0.897,0.562,1,0.602,4893,6709,1.0,536,0.34,0,638,Yes
35,AZ,graduate,self_employed,16,22084,3220,17903,0.919,0.795,0.871,0.92,4,0.91,4080,4102,0.174,338,0.286,0,636,Yes
26,MO,bachelors,self_employed,10,16511,3687,12642,0.714,0.749,0.681,0.844,8,0.822,6000,4356,0.796,618,0.343,0,616,No
35,IN,high_school,self_employed,28,29235,4917,23750,0.762,0.813,0.865,0.757,6,0.982,10761,8883,0.505,1964,0.145,0,633,Yes
27,CA,high_school,self_employed,10,29930,4483,25109,1.0,0.915,0.989,0.896,1,0.809,12461,10000,0.784,73,0.196,0,650,Yes
28,NC,bachelors,self_employed,12,15375,3519,10730,0.937,0.916,0.885,0.88,4,0.947,4496,3194,0.33,1465,0.249,0,638,No
33,WA,high_school,self_employed,6,17490,3426,12987,1.0,0.913,0.947,0.926,3,0.831,7658,4233,0.398,1335,0.392,0,633,Yes
33,MD,some_college,self_employed,28,28875,2626,25400,0.945,1.0,1.0,0.904,6,0.699,8330,5166,0.463,575,0.221,0,654,Yes
28,MA,some_college,unemployed,0,27547,3515,23542,0.724,0.722,0.706,0.597,0,0.891,8925,9416,0.539,1343,0.115,0,561,No
26,MO,bachelors,unemployed,2,28092,4163,23385,1.0,0.938,0.839,0.997,8,0.776,9464,8483,0.572,686,0.28,0,602,No
31,VA,some_college,unemployed,0,29964,4718,24630,0.92,0.871,0.928,1.0,5,0.999,5506,8744,0.479,1179,0.386,0,585,No
28,TN,graduate,unemployed,1,27751,3463,23755,0.917,1.0,0.903,0.995,7,0.598,11472,9502,0.616,1951,0.172,0,612,No
33,AZ,bachelors,unemployed,0,20965,4625,15552,0.868,0.958,0.938,0.851,7,0.972,4816,4637,0.591,180,0.139,0,606,Yes
28,WA,graduate,unemployed,0,24422,4311,19195,0.715,0.643,0.6,0.798,0,0.756,4475,7564,0.64,162,0.211,0,573,No
32,AZ,high_school,unemployed,1,29608,2780,26209,0.916,0.801,0.851,0.852,0,0.93,12235,5740,0.448,340,0.22,0,575,No
30,IL,bachelors,unemployed,1,21210,3936,16710,0.997,0.997,0.915,1.0,8,0.877,9066,6684,1.0,474,0.25,0,621,Yes
30,NJ,bachelors,unemployed,0,25352,3789,21249,1.0,0.956,0.985,0.861,6,0.514,5558,4286,0.155,1230,0.387,0,588,No
29,NC,graduate,unemployed,2,23563,4041,19128,0.975,1.0,1.0,1.0,3,0.695,7283,6384,0.762,1791,0.117,0,622,No
35,WI,high_school,unemployed,0,18173,3559,13578,0.929,0.901,0.956,0.826,8,0.557,3756,5431,0.974,1753,0.367,0,597,No
30,TN,some_college,unemployed,2,24207,3614,19639,1.0,0.86,0.922,1.0,7,0.964,6032,7171,0.632,1453,0.137,0,606,No
47,MI,bachelors,gig,2,2592,838,1429,0.555,0.431,0.6,0.615,5,0.922,163,122,0.172,6,0.034,2,553,No
40,NJ,bachelors,gig,2,2426,872,1569,0.734,0.654,0.676,0.809,6,0.856,254,322,0.365,465,0.22,3,531,No
36,CA,graduate,gig,10,1908,492,739,0.686,0.826,0.897,0.607,4,0.818,159,74,0.0,189,0.072,2,572,No
47,NJ,some_college,gig,9,2390,577,765,0.785,0.868,0.866,0.635,3,0.742,280,154,0.533,220,0.122,2,578,No
50,WA,bachelors,gig,8,2083,824,174,0.61,0.596,0.67,0.793,1,0.671,220,38,0.579,4,0.251,3,552,No
44,TX,bachelors,gig,2,3418,1008,1956,0.873,1.0,1.0,1.0,1,0.558,313,37,0.298,263,0.076,4,563,No
49,MD,high_school,gig,6,2833,646,2060,0.683,0.773,0.845,0.871,4,0.937,280,494,0.668,528,0.275,2,580,Yes
43,MI,graduate,gig,2,3277,1085,1454,0.724,0.825,0.792,0.587,0,0.528,347,322,0.523,174,0.073,3,550,No
47,MO,high_school,gig,4,3378,968,1789,0.888,0.964,1.0,0.907,0,0.807,393,184,0.0,440,0.108,2,562,No
45,TX,graduate,gig,10,3124,769,1249,0.664,0.635,0.686,0.801,1,0.884,156,4,0.117,241,0.003,1,574,No
36,IN,graduate,gig,1,3460,651,2354,0.811,0.819,0.726,0.839,6,0.96,416,255,0.402,593,0.067,4,552,No
44,WI,bachelors,gig,5,2280,679,959,0.562,0.62,0.691,0.631,4,0.77,311,223,0.273,209,0.104,2,527,No
42,AZ,some_college,part_time,3,2448,852,705,0.688,0.646,0.6,0.566,8,0.58,147,175,0.362,122,0.173,2,541,No
38,IL,high_school,part_time,16,3345,552,1921,0.675,0.579,0.664,0.564,3,0.563,415,318,0.574,353,0.052,1,593,No
50,MA,high_school,part_time,17,3265,1177,2098,0.801,0.897,0.877,0.749,6,0.614,191,270,0.045,152,0.082,1,609,Yes
47,MD,graduate,part_time,8,2942,604,2132,0.737,0.595,0.6,0.935,3,0.7,418,217,0.463,198,0.041,1,599,No
44,IL,graduate,part_time,8,2526,1113,953,0.809,0.891,0.941,0.65,2,0.948,336,193,0.405,90,0.056,2,619,Yes
39,CA,high_school,part_time,8,3269,882,2212,0.717,0.743,0.689,0.79,3,0.625,456,113,0.07,273,0.059,3,561,No
44,MO,some_college,part_time,18,3460,926,1880,0.612,0.582,0.6,0.733,5,0.823,481,294,0.021,475,0.066,3,561,No
41,TN,high_school,part_time,6,3341,1103,1697,0.88,0.901,0.862,0.718,0,0.947,385,163,0.115,361,0.107,2,592,Yes
47,WI,graduate,part_time,8,2904,627,1877,0.767,0.748,0.721,0.673,3,0.857,327,211,0.314,438,0.157,4,573,Yes
44,GA,high_school,part_time,13,2938,618,2076,0.741,0.775,0.794,0.844,8,0.931,346,41,0.0,243,0.049,3,582,Yes
42,CA,high_school,part_time,17,2507,771,1034,0.551,0.405,0.6,0.5,8,0.702,293,9,0.106,114,0.297,2,543,No
45,GA,graduate,full_time,29,3189,944,2365,0.557,0.582,0.6,0.583,0,0.616,266,183,0.369,390,0.051,2,601,Yes
50,OH,bachelors,full_time,25,3186,852,2011,0.729,0.875,0.932,0.695,4,0.808,451,145,0.0,576,0.104,2,617,No
46,TX,some_college,full_time,31,3137,776,1471,0.688,0.692,0.78,0.757,0,0.575,424,5,0.0,413,0.283,2,584,No
47,MA,graduate,full_time,58,2143,759,668,0.582,0.643,0.622,0.5,3,0.643,215,44,0.0,16,0.128,1,606,Yes
45,WA,graduate,full_time,19,1821,709,172,0.788,0.856,0.882,0.854,2,0.707,146,32,0.542,35,0.266,3,630,Yes
45,TX,bachelors,full_time,47,2543,1045,1544,0.694,0.673,0.705,0.874,0,0.8,253,354,0.335,394,0.212,1,622,Yes
40,GA,graduate,full_time,10,2516,1169,914,0.786,0.762,0.815,0.884,4,0.627,250,48,0.383,119,0.162,3,604,Yes
47,NJ,high_school,full_time,41,2466,533,1710,0.656,0.609,0.694,0.657,3,0.721,320,129,0.121,92,0.178,4,579,Yes
40,NY,bachelors,full_time,48,2302,670,1239,0.742,0.713,0.786,0.779,3,0.752,206,231,0.108,122,0.014,3,614,No
40,NC,some_college,full_time,59,2605,1022,1012,0.872,0.812,0.789,0.766,4,0.764,285,44,0.0,52,0.206,2,623,Yes
36,OH,high_school,full_time,34,2867,959,1301,0.632,0.575,0.6,0.726,6,0.5,229,260,0.228,206,0.078,3,578,No
46,TX,graduate,full_time,39,3318,483,1834,0.575,0.459,0.6,0.659,3,0.864,436,185,0.09,359,0.165,3,586,No
45,MI,high_school,self_employed,35,3108,445,1957,0.549,0.555,0.618,0.5,3,0.686,418,203,0.337,410,0.0,3,545,Yes
48,TN,bachelors,self_employed,26,1853,571,1370,0.577,0.583,0.6,0.601,0,0.534,251,277,0.619,48,0.289,2,565,Yes
50,WI,bachelors,self_employed,40,3139,492,2688,0.727,0.751,0.785,0.616,6,0.813,384,24,0.0,123,0.173,4,569,No
42,IN,high_school,self_employed,38,2890,848,1758,0.673,0.721,0.772,0.836,0,0.768,330,268,0.094,208,0.212,4,568,No
49,FL,graduate,self_employed,19,2548,417,1418,0.74,0.615,0.689,0.557,2,0.537,177,204,0.086,69,0.013,1,585,No
49,TN,high_school,self_employed,14,2236,889,684,0.698,0.705,0.784,0.86,2,0.858,168,1,0.0,17,0.207,3,562,No
47,GA,high_school,self_employed,37,2068,1034,920,0.867,1.0,1.0,0.699,1,0.715,204,21,0.0,220,0.014,1,618,No
47,WI,some_college,self_employed,30,2069,1034,195,0.838,0.965,0.892,0.953,2,0.662,224,36,0.534,37,0.216,2,614,No
48,WI,bachelors,self_employed,6,2382,1078,804,0.672,0.72,0.792,0.859,1,0.923,329,141,0.432,146,0.229,2,583,No
41,PA,high_school,self_employed,29,2134,491,517,0.802,0.905,0.855,0.938,8,0.561,274,100,0.653,142,0.231,4,586,Yes
47,FL,graduate,self_employed,40,1954,977,572,0.603,0.694,0.675,0.675,3,0.637,207,37,0.171,90,0.009,4,566,No
41,AZ,high_school,self_employed,44,3497,913,1685,0.831,0.889,0.858,0.647,5,0.699,382,92,0.181,279,0.274,2,588,No
40,WI,some_college,unemployed,1,1960,712,646,0.763,0.7,0.691,0.805,7,0.954,133,136,0.529,160,0.16,4,521,No
48,FL,high_school,unemployed,1,2507,599,1423,0.656,0.763,0.841,0.689,2,0.762,283,43,0.355,344,0.214,1,533,No
48,WI,some_college,unemployed,1,3205,796,1746,0.823,0.96,0.964,0.946,6,0.693,406,235,0.231,194,0.093,2,551,No
44,TN,graduate,unemployed,1,3017,1046,1280,0.76,0.648,0.62,0.941,2,0.92,375,262,0.288,80,0.019,2,542,No
47,NC,some_college,unemployed,1,2102,730,866,0.572,0.483,0.6,0.5,6,0.916,105,69,0.363,158,0.18,2,494,No
49,CA,some_college,unemployed,2,1915,747,573,0.75,0.873,0.895,0.642,3,0.884,131,17,0.0,105,0.005,3,520,No
39,CA,high_school,unemployed,0,2106,529,562,0.742,0.857,0.813,0.865,4,0.945,152,15,0.243,164,0.24,3,524,No
48,NC,some_college,unemployed,0,2794,924,1666,0.778,0.868,0.919,0.949,7,0.938,274,317,0.172,447,0.091,2,540,Yes
44,OH,high_school,unemployed,1,2101,633,321,0.697,0.829,0.791,0.634,8,0.555,108,3,0.13,49,0.045,2,520,No
48,OH,graduate,unemployed,0,3062,1172,1168,0.772,0.73,0.82,0.65,4,0.888,419,253,0.384,153,0.151,3,530,No
43,NJ,some_college,unemployed,1,3487,1041,2269,0.624,0.699,0.709,0.5,5,0.601,215,509,0.732,570,0.227,2,572,No
41,IN,some_college,unemployed,1,2548,635,1396,0.885,0.783,0.876,0.813,6,0.736,224,132,0.0,65,0.162,3,531,No
43,TN,high_school,gig,1,1961,980,794,0.625,0.497,0.6,0.618,6,0.778,216,20,0.218,181,0.041,2,578,No
50,GA,bachelors,gig,8,1968,984,1093,0.502,0.597,0.6,0.5,6,0.541,279,97,0.232,305,0.115,4,544,No
39,FL,graduate,gig,8,1941,970,132,0.824,0.879,0.948,0.636,3,0.909,269,25,0.652,10,0.187,1,599,No
36,GA,bachelors,gig,9,3328,1621,872,0.618,0.648,0.734,0.579,8,0.851,437,156,0.435,259,0.028,4,554,No
50,VA,high_school,gig,4,3456,1467,1250,0.729,0.625,0.6,0.615,7,0.719,490,160,0.252,147,0.175,1,531,No
38,NC,bachelors,gig,5,2269,1134,0,0.723,0.852,0.863,0.707,4,0.725,269,0,0.629,0,0.239,3,551,No
43,CA,graduate,gig,3,2323,1161,512,0.588,0.554,0.6,0.5,0,0.502,340,48,0.319,41,0.256,4,568,No
48,FL,some_college,gig,10,3207,1603,814,0.732,0.861,0.919,0.615,8,0.583,338,53,0.095,109,0.078,4,557,No
50,MD,graduate,gig,5,2413,1206,506,0.566,0.645,0.675,0.5,6,0.516,186,44,0.015,46,0.061,2,522,No
48,FL,high_school,gig,8,3288,1644,860,0.887,0.934,0.97,0.989,1,0.577,250,25,0.283,120,0.14,1,595,No
44,NC,graduate,gig,6,3254,1627,1547,0.75,0.759,0.784,0.779,6,0.863,351,358,0.606,419,0.166,2,594,No
37,MD,graduate,gig,8,3075,1537,1406,0.802,0.928,0.914,0.792,6,0.597,365,118,0.166,250,0.12,2,594,No
41,TX,graduate,part_time,19,3414,1707,1413,0.583,0.666,0.676,0.703,4,0.999,195,122,0.338,284,0.007,2,593,No
48,OH,some_college,part_time,18,2806,1403,1071,0.743,0.597,0.6,0.93,6,0.557,383,8,0.0,114,0.183,2,574,Yes
38,NC,graduate,part_time,10,3334,1607,1218,0.7,0.597,0.678,0.83,0,0.544,454,159,0.199,196,0.233,3,565,Yes
36,NJ,high_school,part_time,3,2438,1219,653,0.892,0.887,0.823,0.926,0,0.691,271,93,0.263,59,0.116,2,575,No
36,MA,some_college,part_time,17,3440,1571,1050,0.572,0.514,0.6,0.5,5,0.754,305,148,0.572,136,0.273,4,546,No
46,WI,graduate,part_time,7,2545,1272,551,0.578,0.659,0.6,0.67,0,0.559,300,42,0.225,119,0.203,4,549,No
36,IN,graduate,part_time,13,3473,1736,1377,0.636,0.639,0.6,0.637,8,0.71,195,319,0.478,344,0.181,4,575,No
43,OH,bachelors,part_time,13,3499,1749,910,0.88,1.0,1.0,0.917,4,0.942,192,87,0.0,202,0.252,3,612,No
48,WA,graduate,part_time,10,2340,1170,521,0.654,0.582,0.6,0.799,4,0.986,291,45,0.38,61,0.083,3,575,No
47,CA,bachelors,part_time,21,3107,1465,608,0.81,0.732,0.678,0.713,0,0.78,240,126,0.43,101,0.094,4,590,No
43,MO,bachelors,full_time,45,3448,1724,1068,0.847,0.707,0.644,0.695,0,0.687,355,53,0.12,206,0.174,2,620,Yes
42,NC,high_school,full_time,58,2420,1210,753,0.825,0.683,0.627,1.0,3,0.528,315,51,0.048,184,0.264,2,610,No
36,PA,high_school,full_time,57,2443,1221,439,0.663,0.668,0.765,0.845,6,0.603,339,101,0.443,109,0.08,2,617,Yes
42,OH,some_college,full_time,10,3326,1276,1054,0.84,0.976,1.0,0.991,7,0.632,277,38,0.0,294,0.085,1,623,Yes
46,TN,high_school,full_time,19,2801,1400,483,0.822,0.705,0.645,1.0,6,0.65,285,71,0.273,144,0.19,4,595,No
36,NC,bachelors,full_time,50,2674,1337,533,0.586,0.532,0.6,0.5,7,0.764,189,45,0.438,88,0.201,1,601,No
48,IN,graduate,full_time,22,2757,1259,378,0.688,0.668,0.688,0.841,7,0.543,371,66,0.458,15,0.282,2,611,No
37,PA,high_school,full_time,33,2247,1123,664,0.575,0.564,0.6,0.749,8,0.983,328,17,0.193,53,0.273,2,576,No
41,TN,high_school,full_time,55,3220,1610,1361,0.732,0.809,0.815,0.747,5,0.56,170,145,0.0,18,0.29,3,595,Yes
43,CA,some_college,full_time,46,2887,1443,858,0.591,0.596,0.672,0.5,3,0.716,394,141,0.444,3,0.26,2,597,No
45,MA,high_school,self_employed,42,1820,910,770,0.722,0.817,0.783,0.723,6,0.902,137,142,0.119,126,0.223,2,575,Yes
40,MD,bachelors,self_employed,6,2347,1173,1279,0.586,0.496,0.6,0.5,0,0.731,325,139,0.425,175,0.046,2,557,No
39,WI,some_college,self_employed,25,3129,1277,1131,0.879,0.927,1.0,0.785,3,0.609,456,232,0.21,125,0.107,1,614,Yes
39,VA,high_school,self_employed,23,1860,930,992,0.61,0.699,0.71,0.5,2,0.841,131,40,0.0,182,0.065,2,551,No
39,NY,some_college,self_employed,6,1960,980,842,0.803,0.861,0.874,0.967,8,0.563,276,63,0.375,200,0.208,2,576,No
44,IN,some_college,self_employed,46,2389,1194,612,0.644,0.721,0.686,0.575,7,0.942,259,80,0.412,69,0.249,3,575,Yes
37,TN,some_college,self_employed,26,2567,1283,948,0.558,0.612,0.6,0.504,2,0.718,198,31,0.0,50,0.151,2,552,No
42,NJ,high_school,self_employed,35,3385,1692,798,0.862,0.89,0.842,0.843,8,0.562,312,144,0.562,84,0.253,1,606,Yes
48,IN,bachelors,self_employed,24,2493,1230,1352,0.722,0.747,0.656,0.532,5,0.869,251,46,0.0,208,0.214,4,554,No
42,VA,bachelors,self_employed,24,3019,1509,972,0.741,0.831,0.82,0.661,5,0.754,174,15,0.185,68,0.199,3,582,No
46,VA,bachelors,unemployed,2,2817,1408,1319,0.73,0.634,0.6,0.718,1,0.563,285,48,0.0,300,0.244,1,522,No
43,VA,bachelors,unemployed,2,1927,963,529,0.74,0.675,0.615,0.676,6,0.731,147,95,0.595,111,0.128,2,578,No
49,NJ,some_college,unemployed,0,2800,1400,1622,0.646,0.562,0.6,0.81,2,0.888,260,106,0.272,10,0.113,4,550,No
43,VA,graduate,unemployed,1,2102,1051,898,0.579,0.448,0.6,0.513,5,0.974,250,45,0.0,25,0.017,2,523,No
40,VA,bachelors,unemployed,1,2523,1261,871,0.869,0.96,1.0,0.835,8,0.978,293,44,0.278,247,0.21,1,563,No
49,CA,bachelors,unemployed,2,3402,1701,500,0.621,0.712,0.794,0.609,0,0.751,428,6,0.0,121,0.027,2,520,No
38,MD,graduate,unemployed,2,1991,995,812,0.593,0.56,0.6,0.775,0,0.889,222,196,0.705,171,0.204,4,564,No
44,TX,high_school,unemployed,2,2918,1459,395,0.513,0.475,0.6,0.5,1,0.546,253,20,0.0,51,0.086,3,537,No
39,GA,graduate,unemployed,2,3249,1624,1604,0.7,0.563,0.6,0.619,3,0.772,369,208,0.526,32,0.168,4,580,No
43,MA,graduate,unemployed,1,2864,1403,1383,0.673,0.597,0.646,0.647,2,0.87,298,103,0.269,95,0.088,2,522,No
38,NC,bachelors,unemployed,0,3290,1645,571,0.839,0.767,0.732,0.913,2,0.881,361,61,0.061,152,0.235,3,523,No
49,MI,some_college,gig,6,2419,1209,733,0.655,0.639,0.6,0.587,4,0.692,268,180,0.533,180,0.1,2,556,No
40,WI,some_college,gig,9,3138,1569,1293,0.612,0.744,0.728,0.5,0,0.923,451,260,0.264,301,0.117,4,537,No
46,MD,some_college,gig,5,2901,1450,884,0.813,0.706,0.748,0.634,6,0.78,184,199,0.288,106,0.069,2,540,No
47,TN,graduate,gig,6,1931,965,719,0.868,0.93,0.967,0.938,5,0.748,143,166,0.636,83,0.175,2,606,No
42,IN,graduate,gig,5,3134,1567,1719,0.654,0.707,0.659,0.83,5,0.669,423,56,0.003,490,0.195,2,539,No
42,NY,graduate,gig,7,2259,1129,349,0.647,0.529,0.6,0.624,3,0.941,293,15,0.0,19,0.026,2,555,No
37,GA,high_school,gig,6,2555,1277,1069,0.63,0.67,0.617,0.782,8,0.674,368,5,0.0,191,0.188,3,528,No
36,OH,bachelors,gig,1,2912,1456,692,0.865,0.965,1.0,0.977,7,0.95,265,172,0.309,125,0.201,1,585,No
39,WA,high_school,gig,5,2922,1461,874,0.516,0.661,0.631,0.548,1,0.868,289,8,0.0,41,0.159,3,521,No
41,NJ,high_school,gig,1,3065,1532,1008,0.839,0.831,0.74,0.89,6,0.548,187,73,0.035,257,0.246,2,535,No
50,GA,high_school,gig,8,3319,1659,1722,0.516,0.4,0.6,0.5,2,0.554,348,196,0.131,205,0.247,4,533,No
40,MA,some_college,part_time,13,2303,1151,692,0.613,0.703,0.686,0.549,6,0.706,206,7,0.0,102,0.026,1,579,No
48,NJ,graduate,part_time,12,2098,1049,844,0.633,0.528,0.6,0.5,2,0.947,246,85,0.438,191,0.017,1,584,No
41,NY,graduate,part_time,21,3332,1666,1472,0.671,0.521,0.6,0.552,1,0.886,490,30,0.055,434,0.115,2,571,No
39,GA,some_college,part_time,16,2547,1273,837,0.507,0.616,0.68,0.539,4,0.867,305,202,0.707,107,0.099,2,578,No
49,NY,some_college,part_time,4,2021,1010,462,0.559,0.462,0.6,0.702,8,0.892,227,79,0.486,6,0.043,3,534,No
37,NJ,high_school,part_time,13,2461,1230,628,0.539,0.571,0.6,0.619,6,0.887,301,35,0.062,60,0.002,2,559,Yes
47,FL,bachelors,part_time,7,1908,954,477,0.662,0.81,0.732,0.599,7,0.517,218,11,0.025,69,0.132,3,559,No
45,OH,some_college,part_time,16,2147,1073,558,0.868,0.906,0.882,0.818,7,0.546,245,118,0.348,135,0.033,2,618,Yes
37,CA,some_college,part_time,22,2810,1405,1349,0.805,0.676,0.614,0.635,5,0.861,391,198,0.46,310,0.231,3,579,No
50,CA,graduate,part_time,12,2569,1284,1062,0.708,0.772,0.867,0.736,4,0.522,218,190,0.436,181,0.248,4,582,No
43,VA,graduate,full_time,59,1843,921,928,0.503,0.431,0.6,0.5,0,0.734,254,74,0.0,93,0.135,1,581,Yes
38,FL,high_school,full_time,24,3500,1750,1787,0.724,0.728,0.642,0.862,1,0.513,387,419,0.302,3,0.176,1,605,Yes
44,NY,high_school,full_time,61,1937,968,464,0.849,0.997,1.0,0.847,6,0.833,199,39,0.379,134,0.139,1,639,Yes
40,PA,graduate,full_time,35,3174,1587,892,0.779,0.781,0.874,0.66,5,0.713,366,163,0.613,156,0.13,2,635,Yes
45,MD,high_school,full_time,58,2541,1270,1095,0.827,0.722,0.754,0.74,1,0.985,220,65,0.377,291,0.28,3,613,No
46,NY,bachelors,full_time,53,3048,1524,868,0.519,0.477,0.6,0.5,4,0.94,372,90,0.192,185,0.162,3,578,No
40,TN,bachelors,full_time,29,2843,1421,1051,0.68,0.602,0.6,0.538,8,0.653,294,97,0.249,302,0.141,1,598,No
37,WA,high_school,full_time,22,3052,1526,361,0.857,0.835,0.777,0.928,2,0.691,302,52,0.33,74,0.173,2,618,No
37,MO,graduate,full_time,34,2302,1151,592,0.587,0.533,0.6,0.663,2,0.758,284,115,0.316,60,0.099,1,598,No
45,NC,graduate,full_time,17,3183,1591,1273,0.692,0.579,0.6,0.812,2,0.702,431,187,0.169,188,0.037,1,609,Yes
39,IN,graduate,full_time,10,1969,984,1089,0.673,0.794,0.823,0.599,3,0.784,152,196,0.567,191,0.251,4,584,No
46,MA,high_school,self_employed,34,2813,1406,1264,0.62,0.493,0.6,0.561,4,0.606,320,65,0.0,356,0.023,4,528,No
38,WI,high_school,self_employed,29,2740,1370,867,0.609,0.469,0.6,0.623,5,0.725,233,90,0.438,131,0.059,4,549,No
48,NJ,bachelors,self_employed,40,2743,1371,627,0.507,0.528,0.6,0.5,4,0.633,166,123,0.133,76,0.044,3,549,No
41,FL,some_college,self_employed,12,2370,1185,766,0.868,0.719,0.662,0.973,1,0.752,326,117,0.374,159,0.192,4,562,No
45,NJ,graduate,self_employed,44,2302,1151,846,0.584,0.526,0.6,0.5,1,0.55,189,105,0.463,76,0.137,4,561,No
42,IL,graduate,self_employed,27,2386,1193,452,0.621,0.753,0.703,0.67,6,0.995,120,20,0.0,59,0.103,3,572,No
38,CA,bachelors,self_employed,19,3159,1579,677,0.696,0.804,0.871,0.685,4,0.615,279,154,0.708,159,0.278,1,605,No
46,GA,high_school,self_employed,8,1903,951,226,0.871,0.878,0.905,0.967,7,0.789,242,6,0.0,17,0.022,1,584,No
38,TN,high_school,self_employed,46,2138,1069,0,0.635,0.505,0.6,0.514,5,0.718,248,0,0.182,0,0.081,2,564,No
47,IN,some_college,self_employed,33,3445,1722,1291,0.636,0.768,0.743,0.656,6,0.848,475,178,0.24,313,0.03,3,568,No
47,MD,bachelors,self_employed,21,2474,1237,822,0.571,0.447,0.6,0.5,1,0.822,149,58,0.184,233,0.182,1,556,No
37,WA,bachelors,self_employed,31,2243,1121,0,0.861,0.885,0.791,0.781,4,0.927,204,0,0.32,0,0.246,1,607,No
45,AZ,bachelors,unemployed,0,2836,1418,585,0.747,0.748,0.808,0.646,6,0.682,226,10,0.063,118,0.056,2,524,Yes
50,AZ,high_school,unemployed,2,3168,1584,420,0.625,0.557,0.6,0.551,5,0.596,205,11,0.15,114,0.029,1,570,No
37,GA,some_college,unemployed,0,2535,1267,1300,0.616,0.629,0.624,0.668,2,0.574,310,238,0.218,89,0.283,4,560,No
38,GA,bachelors,unemployed,2,1820,910,113,0.875,1.0,1.0,1.0,3,0.768,171,1,0.0,24,0.009,2,551,No
46,AZ,graduate,unemployed,0,3153,1576,621,0.783,0.906,0.936,0.901,8,0.85,440,77,0.468,19,0.012,4,552,No
36,NY,some_college,unemployed,1,1841,920,166,0.853,0.814,0.751,0.769,7,0.983,118,33,0.582,8,0.103,1,549,No
47,MD,some_college,unemployed,2,3460,1730,1356,0.571,0.721,0.654,0.602,3,0.79,283,62,0.126,52,0.241,4,538,No
46,MO,graduate,unemployed,2,2192,1096,812,0.76,0.765,0.711,0.806,0,0.637,252,47,0.358,116,0.232,2,537,No
39,MD,graduate,unemployed,0,1944,972,403,0.737,0.79,0.889,0.736,3,0.656,188,5,0.0,60,0.295,2,543,No
47,MD,bachelors,unemployed,1,2943,1471,565,0.613,0.636,0.723,0.778,5,0.728,295,99,0.301,18,0.071,2,523,No
48,VA,bachelors,gig,6,5185,663,4039,0.611,0.513,0.6,0.529,5,0.668,541,1056,0.336,70,0.223,2,551,Yes
39,FL,bachelors,gig,6,4850,1105,2970,0.868,0.929,0.875,0.962,6,0.749,613,647,0.723,826,0.28,1,617,No
49,NC,high_school,gig,4,4186,1151,2334,0.526,0.447,0.6,0.679,3,0.63,577,526,0.657,477,0.261,2,520,No
38,PA,high_school,gig,2,3943,1048,2492,0.706,0.689,0.78,0.535,3,0.677,804,544,0.582,327,0.263,1,549,No
47,GA,graduate,gig,9,4149,995,2304,0.803,0.802,0.902,0.764,1,0.653,834,233,0.497,107,0.269,2,601,No
36,MD,bachelors,gig,2,5172,842,3631,0.855,0.907,0.998,0.926,3,0.907,801,643,0.066,855,0.089,2,579,No
38,MI,some_college,gig,4,3638,912,1558,0.53,0.456,0.6,0.5,7,0.523,555,456,0.324,324,0.165,1,526,No
45,CA,graduate,gig,7,4742,987,3320,0.584,0.472,0.6,0.528,3,0.822,828,378,0.362,314,0.092,2,564,No
